81.108.102.85,Request URL https://tfs.direct,Referer ,
157.55.39.45,Request URL https://tfs.direct,Referer ,
66.249.79.88,Request URL https://tfs.direct,Referer ,
66.249.79.92,Request URL https://tfs.direct,Referer ,
157.55.39.171,Request URL https://tfs.direct,Referer ,
95.108.181.60,Request URL https://tfs.direct,Referer ,
157.55.39.45,Request URL https://tfs.direct,Referer ,
157.55.39.45,Request URL https://tfs.direct,Referer ,
66.249.79.90,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
5.9.108.254,Request URL https://tfs.direct,Referer ,
